diplomat_id,person_id,dob,family_name,family_name_en,name,name_en,patronymic,patronymic_en,position,position_en,rank,rank_item,department,department_en,country_item
465,1721840,,Кондратенков,Kondratenkov,Михаил,Michael,Юрьевич,Yuryevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по вопросам нераспространения и контроля над вооружениями,Department for Non-Proliferation and Arms Control,
466,1721842,1982-06-06,Коныгин,Konygin,Николай,Nikolay,Александрович,Alexandrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в киркенесе, королевство норвегия","Consulate General of the Russian Federation in Kirkenes, Kingdom of Norway",Q20
467,1721843,1967-05-12,Конякин,Konyakin,Игорь,Igor,Юрьевич,Yuryevich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,"департамент по связям с субъектами федерации,парламентом и общественными объединениями","Department for Relations with Federal Subjects, Parliament, and Public Associations",
468,1722400,1970-12-09,Копнин,Kopnin,Александр,Alexander,Анатольевич,Anatolyevich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по работе с соотечественниками за рубежом,Department for Work with Compatriots Abroad,
469,1722401,1973-08-22,Копнина,Kopnina,Елена,Elena,Сергеевна,Sergeevna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в румынии,Embassy of the Russian Federation in Romania,Q218
470,1721844,1973-05-23,Коржуев,Korzhuev,Алексей,Alexey,Вячеславович,Vyacheslavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве бельгия,Embassy of the Russian Federation in the Kingdom of Belgium,Q31
471,1722402,1964-11-03,Корнеев,Korneev,Михаил,Michael,Юрьевич,Yuryevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в федеративной демократической республике эфиопии,Embassy of the Russian Federation in the Federal Democratic Republic of Ethiopia,Q115
472,1722048,1964-06-15,Королев,Korolev,Михаил,Michael,Юрьевич,Yuryevich,руководитель территориального органа в субъекте рф - представитель министерства,head of the territorial body in a constituent entity of the Russian Federation - representative of the ministry,чрезвычайный и полномочный посланник 2 класса,Q139927432,представительство мид россии в барнауле,Representative Office of the Russian Ministry of Foreign Affairs in Barnaul,Q159
473,1722403,1968-11-16,Коротков,Korotkov,Андрей,Andrey,Александрович,Alexandrovich,советник министра,Adviser to the Minister,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
474,1721846,,Коротун,Korotun,Юлия,Julia,Владимировна,Vladimirovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент лингвистического обеспечения,Department of Linguistic Support,
475,1721847,1962-04-02,Корунова,Korunova,Марина,Marina,Олеговна,Olegovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент многостороннего сотрудничества по правам человека,Department of Multilateral Cooperation on Human Rights,
476,1722404,1975-07-30,Косенкова,Kosenkova,Анна,Anna,Владимировна,Vladimirovna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике куба,Embassy of the Russian Federation in the Republic of Cuba,Q241
477,1721849,1964-12-25,Косилин,Kosilin,Андрей,Andrey,Алексеевич,Alekseevich,генеральный консул,Consul General,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в констанце, румыния","Consulate General of the Russian Federation in Constanta, Romania",Q218
478,1721850,1959-05-21,Косоногов,Kosonogov,Иван,Ivan,Федорович,Fedorovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в познани, республика польша","Consulate General of the Russian Federation in Poznan, Republic of Poland",Q36
479,1722405,1974-06-02,Коткова,Kotkova,Инна,Inna,Владимировна,Vladimirovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,правовой департамент,legal department,
480,1722406,1985-10-14,Кошкин,Koshkin,Василий,Vasily,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент кадров,HR department,
481,1721851,1975-05-30,Краминцев,Kramintsev,Сергей,Sergey,Анатольевич,Anatolyevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в монголии,Embassy of the Russian Federation in Mongolia,Q711
482,1721852,1972-10-07,Кранс,Crans,Станислав,Stanislav,Максимович,Maksimovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
483,1721854,1970-11-28,Кружков,Kruzhkov,Владимир,Vladimir,Анатольевич,Anatolyevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент кадров,HR department,
484,1721855,1960-07-31,Кудояров,Kudoyarov,Артём,Artyom,Тамерланович,Tamerlanovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент безопасности,Security Department,
486,1722407,1967-04-25,Кудрявцев,Kudryavtsev,Сергей,Sergey,Викторович,Viktorovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в швейцарской конфедерации,Embassy of the Russian Federation in the Swiss Confederation,Q39
487,1722408,1978-03-22,Кудрявцева,Kudryavtseva,Елена,Elena,Юрьевна,Yuryevna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,латиноамериканский департамент,Latin American Department,
488,1721857,1972-07-19,Кузнеделев,Kuznedelev,Денис,Denis,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый европейский департамент,Fourth European Department,
489,1722409,1978-06-10,Кузнецов,Kuznetsov,Георгий,George,Викторович,Viktorovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент государственного протокола,Department of State Protocol,
490,1722410,1971-01-28,Кузьменков,Kuzmenkov,Степан,Stepan,,,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Department of Multilateral Humanitarian Cooperation and Cultural Relations,
491,1722411,1978-01-18,Кулагина,Kulagina,Ирина,Irina,Александровна,Alexandrovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,"департамент по связям с субъектами федерации,парламентом и общественными объединениями","Department for Relations with Federal Subjects, Parliament, and Public Associations",
492,1722412,1972-09-02,Куликова,Kulikova,Елена,Elena,Владимировна,Vladimirovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,правовой департамент,legal department,
493,1721859,,Кулькин,Kulkin,Дмитрий,Dmitry,Иванович,Ivanovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике корея,Embassy of the Russian Federation in the Republic of Korea,Q884
494,1722413,1982-04-27,Курбанов,Kurbanov,Эльдар,Eldar,Марифович,Marifovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент ближнего востока и северной африки,Department of the Middle East and North Africa,
495,1721861,1970-04-06,Ланчиков,Lanchikov,Андрей,Andrey,Викторович,Viktorovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике узбекистан,Embassy of the Russian Federation in the Republic of Uzbekistan,Q265
496,1722414,1962-03-25,Лебеденко,Lebedenko,Владимир,Vladimir,Юрьевич,Yuryevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,"департамент по связям с субъектами федерации,парламентом и общественными объединениями","Department for Relations with Federal Subjects, Parliament, and Public Associations",
497,1722415,1979-03-13,Леденев,Ledenev,Андрей,Andrey,Андреевич,Andreevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в соединенных штатах америки,Embassy of the Russian Federation in the United States of America,Q30
498,1721862,1966-02-22,Ленёв,Lenev,Владимир,Vladimir,Николаевич,Nikolaevich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент международных организаций,Department of International Organizations,
499,1722416,1957-06-26,Леонтьев,Leontiev,Владимир,Vladimir,Львович,Lvovich,советник министра,Adviser to the Minister,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
500,1721863,1971-12-19,Летошнев,Letoshnev,Александр,Alexander,Вячеславович,Vyacheslavovich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при отделении оон и других международных организациях в женеве, швейцарская конфедерация","Permanent Mission of the Russian Federation to the UN Office and other international organizations in Geneva, Swiss Confederation",Q39
501,1721864,1965-02-28,Ливичук,Livichuk,Василий,Vasily,Геннадьевич,Gennadievich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент африки,Department of Africa,
503,1722417,1969-09-11,Литвинов,Litvinov,Андрей,Andrey,Борисович,Borisovich,старший советник,senior adviser,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в новой зеландии,Embassy of the Russian Federation in New Zealand,Q664
504,1722053,1980-07-03,Литвинов,Litvinov,Максим,Maxim,Вадимович,Vadimovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике абхазия,Embassy of the Russian Federation in the Republic of Abkhazia,Q23334
505,1722052,1963-02-02,Литвинов,Litvinov,Максим,Maxim,Игоревич,Igorevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в басре, иракская республика","Consulate General of the Russian Federation in Basra, Iraq",Q796
506,1722054,1963-07-01,Лобанов,Lobanov,Сергей,Sergey,Васильевич,Vasilievich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент африки,Department of Africa,
507,1722418,1960-04-25,Логачев,Logachev,Сергей,Sergey,Олегович,Olegovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в объединенной республике танзании,Embassy of the Russian Federation in the United Republic of Tanzania,Q924
508,1721870,1958-12-21,Лутай,Lutai,Геннадий,Gennady,Анатольевич,Anatolyevich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по вопросам нераспространения и контроля над вооружениями,Department for Non-Proliferation and Arms Control,
509,1721871,1973-11-14,Лысиков,Lysikov,Сергей,Sergey,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике албании,Embassy of the Russian Federation in the Republic of Albania,Q222
510,1722419,1965-07-26,Лямин,Lyamin,Андрей,Andrey,Вячеславович,Vyacheslavovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент азиатского и тихоокеанского сотрудничества,Department of Asian and Pacific Cooperation,
511,1722420,1977-09-26,Ляпин,Lyapin,Владимир,Vladimir,Александрович,Alexandrovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве швеция,Embassy of the Russian Federation in the Kingdom of Sweden,Q34
512,1721873,1963-07-20,Ляхов,Lyakhov,Валерий,Valery,Владимирович,Vladimirovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий европейский департамент,Third European Department,
513,1722421,,Магомедов,Magomedov,Камиль,Camille,Омарович,Omarovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий департамент стран снг,Third Department of the CIS countries,
515,1722055,1960-10-20,Майстренко,Maistrenko,Владимир,Vladimir,Демьянович,Demyanovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,"департамент по связям с субъектами федерации,парламентом и общественными объединениями","Department for Relations with Federal Subjects, Parliament, and Public Associations",
516,1722422,1962-06-04,Макаров,Makarov,Михаил,Michael,Станиславович,Stanislavovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
518,1721875,1971-08-02,Малаян,Malayan,Карен,Karen,Карпушевич,Karpushevich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при европейском союзе и европейском сообществе по атомной энергии в брюсселе, бельгия","Permanent Mission of the Russian Federation to the European Union and the European Atomic Energy Community in Brussels, Belgium",Q31
518,1721875,1971-08-02,Малаян,Malayan,Карен,Karen,Карпушевич,Karpushevich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при европейском союзе и европейском сообществе по атомной энергии в брюсселе, бельгия","Permanent Mission of the Russian Federation to the European Union and the European Atomic Energy Community in Brussels, Belgium",Q458
520,1722424,1983-06-01,Малькова,Malkova,Виктория,Victoria,Валерьевна,Valerievna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент стран снг,First Department of the CIS countries,
521,1722056,1966-06-29,Мамаев,Mamaev,Александр,Alexander,Викторович,Viktorovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в федеративной республике нигерии,Embassy of the Russian Federation in the Federal Republic of Nigeria,Q1033
522,1722425,1980-12-09,Марков,Markov,Алексей,Alexey,Геннадьевич,Gennadievich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в нью-йорке, соединенные штаты америки","Consulate General of the Russian Federation in New York, United States of America",Q30
524,1722427,1971-11-07,Марченко,Marchenko,Александр,Alexander,Александрович,Alexandrovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в алжирской народной демократической республике,Embassy of the Russian Federation in the People's Democratic Republic of Algeria,Q262
525,1721880,1960-02-18,Маслин,Maslin,Валерий,Valery,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,"департамент по связям с субъектами федерации,парламентом и общественными объединениями","Department for Relations with Federal Subjects, Parliament, and Public Associations",
526,1721881,1965-01-18,Масюк,Masyuk,Дмитрий,Dmitry,Анатольевич,Anatolyevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый департамент стран снг,Fourth Department of the CIS countries,
527,1722428,1982-07-09,Матвеев,Matveev,Юрий,Yuri,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в арабской республике египет,Embassy of the Russian Federation in the Arab Republic of Egypt,Q79
529,1721883,1973-06-30,Мгеладзе,Mgeladze,Нана,Nana,Михайловна,Mikhailovna,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в гаване, республика куба","Consulate General of the Russian Federation in Havana, Republic of Cuba",Q241
530,1722429,1971-05-08,Медяник,Copperhead,Евгений,Evgeny,Александрович,Alexandrovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
531,1722430,1983-04-17,Мельник,Miller,Юрий,Yuri,Юрьевич,Yuryevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике казахстан,Embassy of the Russian Federation in the Republic of Kazakhstan,Q232
532,1722431,1968-12-10,Мельников,Melnikov,Николай,Nikolay,Евгеньевич,Evgenievich,директор департамента,director of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информационного обеспечения,Department of Information Support,
533,1722432,1961-09-04,Миронов,Mironov,Николай,Nikolay,Валентинович,Valentinovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент экономического сотрудничества,Department of Economic Cooperation,
534,1722433,1969-09-01,Митрофанов,Mitrofanov,Вадим,Vadim,Юрьевич,Yuryevich,и.о. директора департамента,Acting Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по работе с соотечественниками за рубежом,Department for Work with Compatriots Abroad,
535,1722434,1973-12-16,Михайлов,Mikhailov,Дмитрий,Dmitry,Юрьевич,Yuryevich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент лингвистического обеспечения,Department of Linguistic Support,
536,1722435,1973-07-05,Мокин,Mokin,Даниил,Daniel,Владимирович,Vladimirovich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при международных организациях в вене, австрийская республика","Permanent Mission of the Russian Federation to the International Organizations in Vienna, Republic of Austria",Q40
537,1722057,1972-05-12,Молчанов,Molchanov,Сергей,Sergey,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый европейский департамент,First European Department,
538,1721888,1955-10-18,Мордвинцев,Mordvintsev,Юрий,Yuri,Тимофеевич,Timofeevich,ведущий эксперт,leading expert,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй департамент стран снг,Second Department of the CIS countries,
539,1722436,1977-07-30,Морозов,Morozov,Андрей,Andrey,Львович,Lvovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в боснии и герцеговине,Embassy of the Russian Federation in Bosnia and Herzegovina,Q225
540,1721889,1978-07-21,Москаленко,Moskalenko,Денис,Denis,Игоревич,Igorevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в эдинбурге, соединенное королевство великобритании и северной ирландии","Consulate General of the Russian Federation in Edinburgh, United Kingdom of Great Britain and Northern Ireland",Q27
540,1721889,1978-07-21,Москаленко,Moskalenko,Денис,Denis,Игоревич,Igorevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в эдинбурге, соединенное королевство великобритании и северной ирландии","Consulate General of the Russian Federation in Edinburgh, United Kingdom of Great Britain and Northern Ireland",Q145
541,1721890,1961-11-19,Мурашев,Murashev,Олег,Oleg,Юрьевич,Yuryevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в бресте, республика белоруссия","Consulate General of the Russian Federation in Brest, Republic of Belarus",Q184
542,1722437,1959-06-19,Мусиенко,Musienko,Александр,Alexander,Андреевич,Andreevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий департамент стран снг,Third Department of the CIS countries,
543,1722438,1979-01-26,Налобин,Nalobin,Сергей,Sergey,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информации и печати,Department of Information and Press,
544,1721892,1972-11-04,Настасьин,Nastasin,Андрей,Andrey,Евгеньевич,Evgenievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информации и печати,Department of Information and Press,
545,1722439,1984-02-19,Нечаев,Nechaev,Иван,Ivan,Игоревич,Igorevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по работе с соотечественниками за рубежом,Department for Work with Compatriots Abroad,
546,1721893,1961-01-12,Нешумов,Neshumov,Евгений,Evgeny,Юрьевич,Yuryevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике панама,Embassy of the Russian Federation in the Republic of Panama,Q804
547,1722440,1959-12-12,Никитин,Nikitin,Вадим,Vadim,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент лингвистического обеспечения,Department of Linguistic Support,
548,1722441,1964-10-02,Никитин,Nikitin,Игорь,Igor,Станиславович,Stanislavovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий европейский департамент,Third European Department,
549,1721894,1984-03-17,Ниорадзе,Nioradze,Василий,Vasily,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информации и печати,Department of Information and Press,
550,1722442,1968-11-30,Новосельцева,Novoseltseva,Вероника,Veronica,Анатольевна,Anatolyevna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике индонезии,Embassy of the Russian Federation in the Republic of Indonesia,Q252
551,1722443,1967-12-14,Носков,Noskov,Александр,Alexander,Александрович,Alexandrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в монреале, канада","Consulate General of the Russian Federation in Montreal, Canada",Q16
552,1722444,1950-09-12,Олисов,Olisov,Александр,Alexander,Васильевич,Vasilievich,ведущий эксперт,leading expert,чрезвычайный и полномочный посланник 2 класса,Q139927432,историко-документальный департамент,historical and documentary department,
553,842617,1967-01-15,Оранский,Oranskiy,Станислав,Stanislav,Валерьевич,Valerievich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в марселе, французская республика","Consulate General of the Russian Federation in Marseille, France",Q142
554,1721896,1973-11-21,Ордаш,Ordash,Андрей,Andrey,Эдуардович,Eduardovich,чрезвычайный и полномочный посол российской федерации,Ambassador Extraordinary and Plenipotentiary of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике гана,Embassy of the Russian Federation in the Republic of Ghana,Q117
555,1721897,1967-04-02,Орешенкова,Oreshenkova,Наталия,Natalia,Евгеньевна,Evgenievna,заместитель постоянного представителя российской федерации,Deputy Permanent Representative of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при всемирной торговой организации (вто) в женеве, швейцарская конфедерация","Permanent Mission of the Russian Federation to the World Trade Organization (WTO) in Geneva, Swiss Confederation",Q39
556,1722445,1974-09-28,Орлов,Orlov,Григорий,Gregory,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве нидерландов,Embassy of the Russian Federation in the Kingdom of the Netherlands,Q29999
557,1721898,1969-07-05,Осьмаков,Osmakov,Андрей,Andrey,Иванович,Ivanovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент безопасности,Security Department,
558,1722446,1968-11-14,Ощепков,Oshchepkov,Владимир,Vladimir,Платонович,Platonovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
559,1722059,1970-05-18,Павлов,Pavlov,Владислав,Vladislav,Валерьевич,Valerievich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в страсбурге, французская республика","Consulate General of the Russian Federation in Strasbourg, France",Q142
560,1722061,1959-07-06,Панков,Pankov,Александр,Alexander,Юрьевич,Yuryevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в барселоне, королевство испания","Consulate General of the Russian Federation in Barcelona, ​​Kingdom of Spain",Q29
561,1722447,1960-02-20,Панов,Panov,Андрей,Andrey,Леонидович,Leonidovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент ближнего востока и северной африки,Department of the Middle East and North Africa,
562,1722062,1962-08-21,Пантелеев,Panteleev,Евгений,Evgeny,Александрович,Alexandrovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент стран снг,First Department of the CIS countries,
563,1722064,1962-07-11,Патронов,Patronov,Сергей,Sergey,Юрьевич,Yuryevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в палермо, итальянская республика","Consulate General of the Russian Federation in Palermo, Italian Republic",Q38
564,1722448,1966-05-01,Пашков,Pashkov,Виктор,Victor,Львович,Lvovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
565,1722449,1979-05-14,Петрова,Petrova,Светлана,Svetlana,Владимировна,Vladimirovna,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике никарагуа,Embassy of the Russian Federation in the Republic of Nicaragua,Q811
567,1721903,1973-11-24,Поваляев,Povalyaev,Андрей,Andrey,Петрович,Petrovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в китайской народной республике,Embassy of the Russian Federation in the People's Republic of China,Q865
568,1722450,1980-05-02,Погонин,Pogonin,Алексей,Alexey,Алексеевич,Alekseevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике словении,Embassy of the Russian Federation in the Republic of Slovenia,Q215
569,1721904,1983-07-18,Подолько,Podolko,Елена,Elena,Олеговна,Olegovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент государственного протокола,Department of State Protocol,
571,1722452,1967-03-17,Попов,Popov,Сергей,Sergey,Аркадьевич,Arkadyevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике замбия,Embassy of the Russian Federation in the Republic of Zambia,Q953
572,1722453,1959-02-11,Прокофьев,Prokofiev,Александр,Alexander,Алексеевич,Alekseevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент африки,Department of Africa,
573,1721908,1972-06-12,Пронин,Pronin,Василий,Vasily,Львович,Lvovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,консульский департамент,consular department,
575,1722455,1965-05-05,Прохоров,Prokhorov,Олег,Oleg,Анатольевич,Anatolyevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в касабланке, королевство марокко","Consulate General of the Russian Federation in Casablanca, Kingdom of Morocco",Q1028
576,1722456,1972-09-23,Пшеничный,Pshenichny,Сергей,Sergey,Анатольевич,Anatolyevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по работе с соотечественниками за рубежом,Department for Work with Compatriots Abroad,
