diplomat_id,person_id,person_item,dob,family_name,family_name_en,name,name_en,patronymic,patronymic_en,position,rank,rank_item,department,country_item
307,834675,Q126953009,1965-02-07,Толченов,Tolchenov,Сергей,Sergey,Геннадьевич,Gennadievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,"посольство российской федерации в республике индонезии, в демократической республике восточный тимор, в независимом государстве папуа-новая гвинея и в республике кирибати по совместительству",Q252
308,1722327,Q88627374,1964-07-17,Трофимов,Trofimov,Дмитрий,Dmitry,Александрович,Alexandrovich,руководитель миссии российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,секция интересов российской федерации при посольстве швейцарской конфедерации в грузии,Q230
313,1721952,Q124770245,1979-07-22,Хорев,Khorev,Альберт,Albert,Павлович,Pavlovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в исламской республике пакистан,Q843
319,1721963,Q112993706,1957-01-06,Шургалин,Shurgalin,Михаил,Michael,Александрович,Alexandrovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике абхазия,Q23334
320,837524,Q84725567,1971-06-16,Эйвазов,Eyvazov,Тимур,Timur,Рафаилович,Rafailovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике словении,Q215
337,837699,Q72459699,1965-01-21,Баранов,Baranov,Дмитрий,Dmitry,Львович,Lvovich,главный советник департамента,чрезвычайный и полномочный посланник 2 класса,Q139927432,консульский департамент,
338,1722333,Q16535533,1969-07-03,Баранов,Baranov,Сергей,Sergey,Викторович,Viktorovich,заместитель директора департамента,чрезвычайный и полномочный посланник 2 класса,Q139927432,историко-документальный департамент,
375,469241,Q130286606,1969-07-22,Верченко,Verchenko,Дмитрий,Dmitry,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в многонациональном государстве боливия,Q750
384,1722354,Q136816810,1960-01-25,Воропаев,Voropaev,Виктор,Victor,Сергеевич,Sergeevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике нигер,Q1032
388,1722033,Q131305924,1960-11-27,Гаврилов,Gavrilov,Константин,Konstantin,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике панама,Q804
399,841493,Q110096961,1960-08-04,Гремитских,Gremitsky,Александр,Alexander,Юрьевич,Yuryevich,советник-посланник,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве норвегия,Q20
400,1722362,Q16639759,1971-10-14,Григорьев,Grigoriev,Александр,Alexander,Владимирович,Vladimirovich,начальник отдела в департаменте,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по работе с соотечественниками за рубежом,
443,1722385,Q4209441,1978-01-17,Калинин,Kalinin,Андрей,Andrey,Викторович,Viktorovich,заместитель директора департамента,чрезвычайный и полномочный посланник 2 класса,Q139927432,правовой департамент,
485,1721856,Q136816924,1982-05-29,Кудров,Kudrov,Евгений,Evgeny,Александрович,Alexandrovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в йеменской республике,Q805
502,1722050,Q97460783,1959-10-29,Линевич,Linevich,Сергей,Sergey,Георгиевич,Georgievich,генеральный консул российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в кракове, республика польша",Q36
514,1721874,Q120266571,1958-12-08,Магута,Maguta,Сергей,Sergey,Михайлович,Mikhailovich,генеральный консул российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в зальцбурге, австрийская республика",Q40
517,1722423,Q65153320,1975-05-20,Макаров,Makarov,Николай,Nikolay,Николаевич,Nikolaevich,заместитель директора департамента,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент внешнеполитического планирования,
519,1721877,Q138609628,1969-04-18,Маленко,Malenko,Алексей,Alexey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в исламской республике мавритании,Q1025
523,1722426,Q126971320,1964-05-06,Мартынов,Martynov,Игорь,Igor,Александрович,Alexandrovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в буркина-фасо,Q965
528,1721882,Q16675102,1955-09-26,Машков,Mashkov,Григорий,Gregory,Иванович,Ivanovich,посол по особым поручениям,чрезвычайный и полномочный посланник 2 класса,Q139927432,группа послов по особым поручениям мид российской федерации,
566,1721902,Q110096900,1963-09-06,Плихин,Plikhin,Петр,Peter,Генрихович,Genrikhovich,советник-посланник,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в финляндской республике,Q33
570,1722451,Q4372511,1962-02-07,Попов,Popov,Игорь,Igor,Витальевич,Vitalievich,генеральный консул российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в женеве, швейцарская конфедерация",Q39
574,1722454,Q4382149,1963-03-04,Прохоров,Prokhorov,Владимир,Vladimir,Николаевич,Nikolaevich,заместитель директора департамента,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент многостороннего сотрудничества по правам человека,
606,1722469,Q18741031,1968-09-01,Соколов,Sokolov,Анатолий,Anatoly,Викторович,Viktorovich,советник-посланник,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике чили,Q298
612,1722474,Q137427623,1964-09-13,Столяров,Stolyarov,Андрей,Andrey,Иванович,Ivanovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике сьерра-леоне,Q1044
616,1201672,,1961-05-04,Суровцев,Surovtsev,Алексей,Alexey,Владимирович,Vladimirovich,генеральный консул российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в мумбаи, республика индия",Q668
632,1722480,,1971-08-29,Ушаков,Ushakov,Алексей,Alexey,Анатольевич,Anatolyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике перу,Q419
644,1721951,Q131305813,1962-01-11,Хозин,Khozin,Александр,Alexander,Григорьевич,Grigorievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в народной республике бангладеш,Q902
649,1722076,Q136817412,1967-08-09,Черненко,Chernenko,Сергей,Sergey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике бурунди,Q967
651,1722077,Q120278286,1972-09-07,Черновол,Chornovil,Андрей,Andrey,Георгиевич,Georgievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике судан,Q1049
659,1318602,Q111842714,1978-09-09,Шлыков,Shlykov,Константин,Konstantin,Владимирович,Vladimirovich,советник,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент ситуационно-кризисный центр,
